"ID Comida";"ID  BF";"Fecha Hora";"ID Donantes";"Tipo de comida";"Descripción";"Cantidad (un. o kg)"
"C2462";"B034";"28/02/2022 21:11:40";"D002";"Comida Preparada";"Chuleta de sajonia";"3"
"C2460";"B033";"28/02/2022 21:11:09";"D002";"Comida Preparada";"Judias pintas con chorizo";"6"
"C2458";"B033";"28/02/2022 21:10:59";"D001";"Comida Preparada";"Albondigas";"6"
"C2461";"B033";"28/02/2022 21:10:46";"D002";"Comida Preparada";"Coliflor gratinada";"6"
"C2458";"B032";"28/02/2022 21:10:15";"D001";"Comida Preparada";"Albondigas";"4"
"C2459";"B032";"28/02/2022 21:10:05";"D001";"Comida Preparada";"Arroz con pollo";"4"
"C2461";"B032";"28/02/2022 21:09:56";"D002";"Comida Preparada";"Coliflor gratinada";"4"
"C2460";"B029";"28/02/2022 21:09:37";"D002";"Comida Preparada";"Judias pintas con chorizo";"4"
"C2459";"B029";"28/02/2022 21:09:28";"D001";"Comida Preparada";"Arroz con pollo";"4"
"C2458";"B029";"28/02/2022 21:09:19";"D001";"Comida Preparada";"Albondigas";"4"
"C2461";"B029";"28/02/2022 21:08:46";"D002";"Comida Preparada";"Coliflor gratinada";"4"
"C2460";"B026";"28/02/2022 21:08:11";"D002";"Comida Preparada";"Judias pintas con chorizo";"5"
"C2459";"B026";"28/02/2022 21:08:01";"D001";"Comida Preparada";"Arroz con pollo";"5"
"C2458";"B026";"28/02/2022 21:07:52";"D001";"Comida Preparada";"Albondigas";"5"
"C2461";"B026";"28/02/2022 21:07:43";"D002";"Comida Preparada";"Coliflor gratinada";"5"
"C2460";"B024";"28/02/2022 21:07:24";"D002";"Comida Preparada";"Judias pintas con chorizo";"2"
"C2458";"B024";"28/02/2022 21:07:14";"D001";"Comida Preparada";"Albondigas";"2"
"C2459";"B024";"28/02/2022 21:07:06";"D001";"Comida Preparada";"Arroz con pollo";"2"
"C2462";"B024";"28/02/2022 21:06:56";"D002";"Comida Preparada";"Chuleta de sajonia";"2"
"C2460";"B021";"28/02/2022 21:06:33";"D002";"Comida Preparada";"Judias pintas con chorizo";"4"
"C2459";"B021";"28/02/2022 21:06:25";"D001";"Comida Preparada";"Arroz con pollo";"4"
"C2458";"B021";"28/02/2022 21:06:09";"D001";"Comida Preparada";"Albondigas";"4"
"C2461";"B021";"28/02/2022 21:05:56";"D002";"Comida Preparada";"Coliflor gratinada";"4"
"C2460";"B018";"28/02/2022 21:05:35";"D002";"Comida Preparada";"Judias pintas con chorizo";"3"
"C2459";"B018";"28/02/2022 21:05:18";"D001";"Comida Preparada";"Arroz con pollo";"3"
"C2458";"B018";"28/02/2022 21:05:08";"D001";"Comida Preparada";"Albondigas";"3"
"C2461";"B018";"28/02/2022 21:04:56";"D002";"Comida Preparada";"Coliflor gratinada";"3"
"C2460";"B012";"28/02/2022 21:03:48";"D002";"Comida Preparada";"Judias pintas con chorizo";"5"
"C2459";"B012";"28/02/2022 21:03:40";"D001";"Comida Preparada";"Arroz con pollo";"5"
"C2458";"B012";"28/02/2022 21:03:30";"D001";"Comida Preparada";"Albondigas";"5"
"C2461";"B012";"28/02/2022 21:03:19";"D002";"Comida Preparada";"Coliflor gratinada";"5"
"C2460";"B001";"28/02/2022 21:02:12";"D002";"Comida Preparada";"Judias pintas con chorizo";"5"
"C2459";"B001";"28/02/2022 21:01:46";"D001";"Comida Preparada";"Arroz con pollo";"5"
"C2458";"B001";"28/02/2022 21:01:35";"D001";"Comida Preparada";"Albondigas";"5"
"C2461";"B001";"28/02/2022 21:01:23";"D002";"Comida Preparada";"Coliflor gratinada";"5"
"C2447";"B001";"24/02/2022 21:44:15";"D012";"FRUTAS Y VERDURAS";"FRUTA Y VERDURAS";"1"
"C2447";"B012";"24/02/2022 21:44:05";"D012";"FRUTAS Y VERDURAS";"FRUTA Y VERDURAS";"1"
"C2447";"B021";"24/02/2022 21:44:01";"D012";"FRUTAS Y VERDURAS";"FRUTA Y VERDURAS";"1"
"C2447";"B029";"24/02/2022 21:43:51";"D012";"FRUTAS Y VERDURAS";"FRUTA Y VERDURAS";"1"
"C2447";"B030";"24/02/2022 21:43:44";"D012";"FRUTAS Y VERDURAS";"FRUTA Y VERDURAS";"1"
"C2447";"B032";"24/02/2022 21:43:22";"D012";"FRUTAS Y VERDURAS";"FRUTA Y VERDURAS";"1"
"C2447";"B033";"24/02/2022 21:43:17";"D012";"FRUTAS Y VERDURAS";"FRUTA Y VERDURAS";"1"
"C2447";"B034";"24/02/2022 21:43:08";"D012";"FRUTAS Y VERDURAS";"FRUTA Y VERDURAS";"1"
"C2447";"B035";"24/02/2022 21:43:02";"D012";"FRUTAS Y VERDURAS";"FRUTA Y VERDURAS";"1"
"C2447";"B037";"24/02/2022 21:42:56";"D012";"FRUTAS Y VERDURAS";"FRUTA Y VERDURAS";"1"
"C2447";"B042";"24/02/2022 21:42:47";"D012";"FRUTAS Y VERDURAS";"FRUTA Y VERDURAS";"1"
"C2442";"B042";"24/02/2022 21:41:26";"D004";"PAN";"PAN Y CROAISSANTS";"1"
"C2442";"B037";"24/02/2022 21:41:21";"D004";"PAN";"PAN Y CROAISSANTS";"1"
"C2442";"B035";"24/02/2022 21:41:12";"D004";"PAN";"PAN Y CROAISSANTS";"1"
"C2442";"B034";"24/02/2022 21:41:08";"D004";"PAN";"PAN Y CROAISSANTS";"1"
"C2442";"B033";"24/02/2022 21:41:01";"D004";"PAN";"PAN Y CROAISSANTS";"1"
"C2442";"B032";"24/02/2022 21:40:55";"D004";"PAN";"PAN Y CROAISSANTS";"1"
"C2442";"B030";"24/02/2022 21:40:46";"D004";"PAN";"PAN Y CROAISSANTS";"1"
"C2442";"B029";"24/02/2022 21:40:38";"D004";"PAN";"PAN Y CROAISSANTS";"1"
"C2442";"B021";"24/02/2022 21:40:29";"D004";"PAN";"PAN Y CROAISSANTS";"1"
"C2442";"B012";"24/02/2022 21:40:20";"D004";"PAN";"PAN Y CROAISSANTS";"1"
"C2442";"B001";"24/02/2022 21:40:10";"D004";"PAN";"PAN Y CROAISSANTS";"1"
"C2441";"B037";"24/02/2022 21:39:52";"D019";"Comida preparada";"Crema de puerros";"1"
"C2439";"B035";"24/02/2022 21:39:26";"D002";"Comida preparada";"Lentejas";"9"
"C2448";"B034";"24/02/2022 21:38:40";"D001";"Comida Preparada";"Ensalada de quinoa";"3"
"C2437";"B033";"24/02/2022 21:37:22";"D001";"Comida preparada";"Garbanzo con verdura";"6"
"C2452";"B033";"24/02/2022 21:37:01";"D008";"Comida Preparada";"Carne y marisco";"6"
"C2451";"B042";"24/02/2022 21:35:43";"D019";"Comida Preparada";"Pescado rebozado";"2"
"C2450";"B042";"24/02/2022 21:35:28";"D002";"Comida Preparada";"Chorizo";"4"
"C2450";"B034";"24/02/2022 21:35:15";"D002";"Comida Preparada";"Chorizo";"3"
"C2450";"B033";"24/02/2022 21:35:03";"D002";"Comida Preparada";"Chorizo";"6"
"C2451";"B037";"24/02/2022 21:34:21";"D019";"Comida Preparada";"Pescado rebozado";"1"
"C2451";"B034";"24/02/2022 21:34:08";"D019";"Comida Preparada";"Pescado rebozado";"9"
"C2451";"B034";"24/02/2022 21:33:59";"D019";"Comida Preparada";"Pescado rebozado";"3"
"C2451";"B032";"24/02/2022 21:33:45";"D019";"Comida Preparada";"Pescado rebozado";"8"
"C2449";"B042";"24/02/2022 21:33:10";"D019";"Comida Preparada";"Tortilla";"4"
"C2449";"B035";"24/02/2022 21:32:57";"D019";"Comida Preparada";"Tortilla";"9"
"C2449";"B033";"24/02/2022 21:32:10";"D019";"Comida Preparada";"Tortilla";"6"
"C2449";"B032";"24/02/2022 21:31:58";"D019";"Comida Preparada";"Tortilla";"4"
"C2437";"B030";"24/02/2022 21:31:34";"D001";"Comida preparada";"Garbanzo con verdura";"4"
"C2448";"B030";"24/02/2022 21:31:20";"D001";"Comida Preparada";"Ensalada de quinoa";"4"
"C2451";"B030";"24/02/2022 21:31:05";"D019";"Comida Preparada";"Pescado rebozado";"4"
"C2437";"B029";"24/02/2022 21:30:48";"D001";"Comida preparada";"Garbanzo con verdura";"4"
"C2448";"B029";"24/02/2022 21:30:28";"D001";"Comida Preparada";"Ensalada de quinoa";"4"
"C2451";"B029";"24/02/2022 21:30:15";"D019";"Comida Preparada";"Pescado rebozado";"4"
"C2451";"B021";"24/02/2022 21:29:20";"D019";"Comida Preparada";"Pescado rebozado";"4"
"C2448";"B021";"24/02/2022 21:29:10";"D001";"Comida Preparada";"Ensalada de quinoa";"4"
"C2449";"B021";"24/02/2022 21:28:55";"D019";"Comida Preparada";"Tortilla";"4"
"C2450";"B012";"24/02/2022 21:28:26";"D002";"Comida Preparada";"Chorizo";"5"
"C2451";"B012";"24/02/2022 21:28:07";"D019";"Comida Preparada";"Pescado rebozado";"5"
"C2448";"B012";"24/02/2022 21:27:52";"D001";"Comida Preparada";"Ensalada de quinoa";"5"
"C2449";"B012";"24/02/2022 21:27:41";"D019";"Comida Preparada";"Tortilla";"5"
"C2440";"B001";"24/02/2022 21:27:06";"D008";"Comida preparada";"Cocido";"5"
"C2451";"B001";"24/02/2022 21:26:34";"D019";"Comida Preparada";"Pescado rebozado";"5"
"C2448";"B001";"24/02/2022 21:26:12";"D001";"Comida Preparada";"Ensalada de quinoa";"5"
"C2449";"B001";"24/02/2022 21:25:16";"D019";"Comida Preparada";"Tortilla";"5"
"C2440";"B037";"23/02/2022 21:58:12";"D008";"Comida preparada";"Cocido";"5"
"C2447";"B041";"23/02/2022 21:41:22";"D012";"FRUTAS Y VERDURAS";"FRUTA Y VERDURAS";"1"
"C2447";"B037";"23/02/2022 21:41:13";"D012";"FRUTAS Y VERDURAS";"FRUTA Y VERDURAS";"1"
"C2447";"B035";"23/02/2022 21:41:06";"D012";"FRUTAS Y VERDURAS";"FRUTA Y VERDURAS";"1"
"C2447";"B035";"23/02/2022 21:40:53";"D012";"FRUTAS Y VERDURAS";"FRUTA Y VERDURAS";"1"
"C2447";"B034";"23/02/2022 21:40:45";"D012";"FRUTAS Y VERDURAS";"FRUTA Y VERDURAS";"1"
"C2447";"B033";"23/02/2022 21:40:36";"D012";"FRUTAS Y VERDURAS";"FRUTA Y VERDURAS";"1"
"C2447";"B032";"23/02/2022 21:40:29";"D012";"FRUTAS Y VERDURAS";"FRUTA Y VERDURAS";"1"
"C2447";"B030";"23/02/2022 21:40:23";"D012";"FRUTAS Y VERDURAS";"FRUTA Y VERDURAS";"1"
"C2447";"B026";"23/02/2022 21:40:17";"D012";"FRUTAS Y VERDURAS";"FRUTA Y VERDURAS";"1"
"C2447";"B024";"23/02/2022 21:40:10";"D012";"FRUTAS Y VERDURAS";"FRUTA Y VERDURAS";"1"
"C2447";"B021";"23/02/2022 21:40:02";"D012";"FRUTAS Y VERDURAS";"FRUTA Y VERDURAS";"1"
"C2447";"B014";"23/02/2022 21:39:56";"D012";"FRUTAS Y VERDURAS";"FRUTA Y VERDURAS";"1"
"C2447";"B001";"23/02/2022 21:39:43";"D012";"FRUTAS Y VERDURAS";"FRUTA Y VERDURAS";"1"
"C2440";"B041";"23/02/2022 21:38:37";"D008";"Comida preparada";"Cocido";"3"
"C2439";"B041";"23/02/2022 21:38:18";"D002";"Comida preparada";"Lentejas";"4"
"C2439";"B037";"23/02/2022 21:37:02";"D002";"Comida preparada";"Lentejas";"1"
"C2439";"B036";"23/02/2022 21:36:48";"D002";"Comida preparada";"Lentejas";"3"
"C2438";"B035";"23/02/2022 21:36:15";"D013";"Comida preparada";"CHURROS";"4"
"C2439";"B035";"23/02/2022 21:35:25";"D002";"Comida preparada";"Lentejas";"7"
"C2440";"B034";"23/02/2022 21:34:05";"D008";"Comida preparada";"Cocido";"3"
"C2439";"B034";"23/02/2022 21:33:52";"D002";"Comida preparada";"Lentejas";"3"
"C2440";"B033";"23/02/2022 21:33:02";"D008";"Comida preparada";"Cocido";"5"
"C2447";"B032";"23/02/2022 21:32:39";"D012";"FRUTAS Y VERDURAS";"FRUTA Y VERDURAS";"2"
"C2441";"B032";"23/02/2022 21:31:52";"D019";"Comida preparada";"Crema de puerros";"4"
"C2441";"B040";"23/02/2022 21:28:19";"D019";"Comida preparada";"Crema de puerros";"3"
"C2440";"B040";"23/02/2022 21:28:01";"D008";"Comida preparada";"Cocido";"5"
"C2439";"B029";"23/02/2022 21:27:38";"D002";"Comida preparada";"Lentejas";"4"
"C2439";"B026";"23/02/2022 21:27:19";"D002";"Comida preparada";"Lentejas";"5"
"C2440";"B024";"23/02/2022 21:26:26";"D008";"Comida preparada";"Cocido";"3"
"C2439";"B024";"23/02/2022 21:26:13";"D002";"Comida preparada";"Lentejas";"2"
"C2439";"B021";"23/02/2022 21:25:53";"D002";"Comida preparada";"Lentejas";"4"
"C2440";"B012";"23/02/2022 21:24:57";"D008";"Comida preparada";"Cocido";"3"
"C2439";"B012";"23/02/2022 21:24:39";"D002";"Comida preparada";"Lentejas";"5"
"C2440";"B011";"23/02/2022 21:23:54";"D008";"Comida preparada";"Cocido";"6"
"C2442";"B001";"23/02/2022 21:23:04";"D004";"PAN";"PAN Y CROAISSANTS";"2"
"C2440";"B001";"23/02/2022 21:20:28";"D008";"Comida preparada";"Cocido";"3"
"C2439";"B001";"23/02/2022 21:19:51";"D002";"Comida preparada";"Lentejas";"5"
"C2431";"B041";"22/02/2022 21:53:57";"D012";"Fruta y verdura";"Frutas y verduras";"4"
"C2431";"B037";"22/02/2022 21:53:31";"D012";"Fruta y verdura";"Frutas y verduras";"1"
"C2431";"B036";"22/02/2022 21:53:11";"D012";"Fruta y verdura";"Frutas y verduras";"3"
"C2431";"B035";"22/02/2022 21:52:49";"D012";"Fruta y verdura";"Frutas y verduras";"7"
"C2431";"B034";"22/02/2022 21:52:29";"D012";"Fruta y verdura";"Frutas y verduras";"3"
"C2431";"B033";"22/02/2022 21:52:11";"D012";"Fruta y verdura";"Frutas y verduras";"4"
"C2431";"B032";"22/02/2022 21:51:57";"D012";"Fruta y verdura";"Frutas y verduras";"4"
"C2431";"B029";"22/02/2022 21:51:38";"D012";"Fruta y verdura";"Frutas y verduras";"4"
"C2433";"B026";"22/02/2022 21:51:02";"D019";"Comida Preparada";"Verduras salteadas";"5"
"C2433";"B024";"22/02/2022 21:50:34";"D019";"Comida Preparada";"Verduras salteadas";"2"
"C2433";"B021";"22/02/2022 21:50:00";"D019";"Comida Preparada";"Verduras salteadas";"4"
"C2431";"B012";"22/02/2022 21:47:41";"D012";"Fruta y verdura";"Frutas y verduras";"5"
"C2431";"B011";"22/02/2022 21:47:19";"D012";"Fruta y verdura";"Frutas y verduras";"5"
"C2431";"B011";"22/02/2022 21:47:01";"D012";"Fruta y verdura";"Frutas y verduras";"3"
"C2431";"B001";"22/02/2022 21:46:41";"D012";"Fruta y verdura";"Frutas y verduras";"5"
"C2436";"B041";"22/02/2022 21:46:06";"D004";"PAN";"BARRA DE PAN ";"4"
"C2383";"B041";"22/02/2022 21:45:30";"D001";"Comida Preparada";"Costillas ";"4"
"C2433";"B041";"22/02/2022 21:45:03";"D019";"Comida Preparada";"Verduras salteadas";"4"
"C2434";"B041";"22/02/2022 21:44:55";"D019";"Comida Preparada";"Atún a la plancha";"4"
"C2429";"B041";"22/02/2022 21:44:40";"D002";"Comida preparada";"Pasta boloñesa";"4"
"C2406";"B037";"22/02/2022 21:44:18";"D019";"Comida Preparada";"Pescado plancha";"2"
"C2382";"B037";"22/02/2022 21:43:38";"D008";"Comida Preparada";"Lentejas";"1"
"C2436";"B037";"22/02/2022 21:43:13";"D004";"PAN";"BARRA DE PAN ";"1"
"C2433";"B037";"22/02/2022 21:43:01";"D019";"Comida Preparada";"Verduras salteadas";"1"
"C2429";"B037";"22/02/2022 21:42:39";"D002";"Comida preparada";"Pasta boloñesa";"1"
"C2436";"B036";"22/02/2022 21:42:22";"D004";"PAN";"BARRA DE PAN ";"1"
"C2433";"B036";"22/02/2022 21:42:12";"D019";"Comida Preparada";"Verduras salteadas";"1"
"C2435";"B036";"22/02/2022 21:42:02";"D019";"Comida Preparada";"Puré puerro";"1"
"C2406";"B035";"22/02/2022 21:41:33";"D019";"Comida Preparada";"Pescado plancha";"6"
"C2432";"B036";"22/02/2022 21:39:41";"D019";"Comida preparada";"Pasta";"3"
"C2436";"B035";"22/02/2022 21:35:26";"D004";"PAN";"BARRA DE PAN ";"7"
"C2427";"B035";"22/02/2022 21:35:15";"D013";"Comida Preparada";"Sopa de cocido";"7"
"C2428";"B035";"22/02/2022 21:34:51";"D002";"Comida preparada";"Costillas de cerdo con barbacoa";"7"
"C2426";"B035";"22/02/2022 21:34:36";"D001";"Comida Preparada";"Paella";"7"
"C2382";"B035";"22/02/2022 21:34:18";"D008";"Comida Preparada";"Lentejas";"9"
"C2391";"B034";"22/02/2022 21:27:10";"D018";"Pan";"Pan";"3"
"C2429";"B034";"22/02/2022 21:26:13";"D002";"Comida preparada";"Pasta boloñesa";"3"
"C2433";"B034";"22/02/2022 21:26:00";"D019";"Comida Preparada";"Verduras salteadas";"3"
"C2434";"B034";"22/02/2022 21:25:50";"D019";"Comida Preparada";"Atún a la plancha";"3"
"C2426";"B034";"22/02/2022 21:25:36";"D001";"Comida Preparada";"Paella";"3"
"C2391";"B033";"22/02/2022 21:23:38";"D018";"Pan";"Pan";"6"
"C2382";"B033";"22/02/2022 21:23:00";"D008";"Comida Preparada";"Lentejas";"6"
"C2433";"B033";"22/02/2022 21:22:22";"D019";"Comida Preparada";"Verduras salteadas";"6"
"C2428";"B033";"22/02/2022 21:22:10";"D002";"Comida preparada";"Costillas de cerdo con barbacoa";"6"
"C2432";"B033";"22/02/2022 21:21:52";"D019";"Comida preparada";"Pasta";"6"
"C2391";"B032";"22/02/2022 21:21:31";"D018";"Pan";"Pan";"4"
"C2391";"B032";"22/02/2022 21:20:42";"D018";"Pan";"Pan";"4"
"C2433";"B032";"22/02/2022 21:20:16";"D019";"Comida Preparada";"Verduras salteadas";"4"
"C2434";"B032";"22/02/2022 21:20:08";"D019";"Comida Preparada";"Atún a la plancha";"4"
"C2434";"B032";"22/02/2022 21:16:34";"D019";"Comida Preparada";"Atún a la plancha";"4"
"C2429";"B032";"22/02/2022 21:16:17";"D002";"Comida preparada";"Pasta boloñesa";"4"
"C2436";"B029";"22/02/2022 21:15:47";"D004";"PAN";"BARRA DE PAN ";"4"
"C2433";"B029";"22/02/2022 21:15:37";"D019";"Comida Preparada";"Verduras salteadas";"4"
"C2434";"B029";"22/02/2022 21:15:29";"D019";"Comida Preparada";"Atún a la plancha";"4"
"C2429";"B029";"22/02/2022 21:15:15";"D002";"Comida preparada";"Pasta boloñesa";"4"
"C2431";"B026";"22/02/2022 21:14:45";"D012";"Fruta y verdura";"Frutas y verduras";"5"
"C2436";"B026";"22/02/2022 21:14:21";"D004";"PAN";"BARRA DE PAN ";"5"
"C2433";"B026";"22/02/2022 21:14:10";"D019";"Comida Preparada";"Verduras salteadas";"5"
"C2428";"B026";"22/02/2022 21:14:00";"D002";"Comida preparada";"Costillas de cerdo con barbacoa";"5"
"C2429";"B026";"22/02/2022 21:13:49";"D002";"Comida preparada";"Pasta boloñesa";"5"
"C2432";"B024";"22/02/2022 21:13:22";"D019";"Comida preparada";"Pasta";"2"
"C2428";"B024";"22/02/2022 21:13:08";"D002";"Comida preparada";"Costillas de cerdo con barbacoa";"2"
"C2435";"B024";"22/02/2022 21:12:53";"D019";"Comida Preparada";"Puré puerro";"2"
"C2433";"B024";"22/02/2022 21:12:36";"D019";"Comida Preparada";"Verduras salteadas";"2"
"C2436";"B024";"22/02/2022 21:12:26";"D004";"PAN";"BARRA DE PAN ";"2"
"C2391";"B021";"22/02/2022 21:09:10";"D018";"Pan";"Pan";"4"
"C2433";"B021";"22/02/2022 21:08:26";"D019";"Comida Preparada";"Verduras salteadas";"4"
"C2428";"B021";"22/02/2022 21:08:16";"D002";"Comida preparada";"Costillas de cerdo con barbacoa";"4"
"C2435";"B021";"22/02/2022 21:08:03";"D019";"Comida Preparada";"Puré puerro";"4"
"C2426";"B021";"22/02/2022 21:07:46";"D001";"Comida Preparada";"Paella";"4"
"C2391";"B012";"22/02/2022 21:07:11";"D018";"Pan";"Pan";"5"
"C2433";"B012";"22/02/2022 21:06:25";"D019";"Comida Preparada";"Verduras salteadas";"3"
"C2428";"B012";"22/02/2022 21:06:15";"D002";"Comida preparada";"Costillas de cerdo con barbacoa";"3"
"C2429";"B012";"22/02/2022 21:06:03";"D002";"Comida preparada";"Pasta boloñesa";"3"
"C2391";"B012";"22/02/2022 21:05:39";"D018";"Pan";"Pan";"3"
"C2384";"B012";"22/02/2022 21:04:51";"D002";"Comida Preparada";"Lentejas con chorizo";"3"
"C2391";"B011";"22/02/2022 21:02:03";"D018";"Pan";"Pan";"3"
"C2435";"B011";"22/02/2022 21:01:03";"D019";"Comida Preparada";"Puré puerro";"3"
"C2426";"B011";"22/02/2022 21:00:41";"D001";"Comida Preparada";"Paella";"3"
"C2432";"B011";"22/02/2022 21:00:09";"D019";"Comida preparada";"Pasta";"3"
"C2391";"B001";"22/02/2022 20:59:20";"D018";"Pan";"Pan";"5"
"C2432";"B001";"22/02/2022 20:58:43";"D019";"Comida preparada";"Pasta";"5"
"C2429";"B001";"22/02/2022 20:58:25";"D002";"Comida preparada";"Pasta boloñesa";"5"
"C2435";"B001";"22/02/2022 20:58:07";"D019";"Comida Preparada";"Puré puerro";"5"
"C2434";"B001";"22/02/2022 20:57:46";"D019";"Comida Preparada";"Atún a la plancha";"5"
"C2415";"B036";"21/02/2022 21:52:00";"D018";"Pan";"pan ";"1"
"C2421";"B036";"21/02/2022 21:51:27";"D002";"COMIDA PREPARADA";"BROCHETAS DE POLLO";"1"
"C2384";"B037";"21/02/2022 21:33:07";"D002";"Comida Preparada";"Lentejas con chorizo";"1"
"C2425";"B037";"21/02/2022 21:32:37";"D012";"ALIMENTOS FRESCOS";"TOMATES, CALABACINES , PIMIENTOS, ETC.";"1"
"C2421";"B037";"21/02/2022 21:32:24";"D002";"COMIDA PREPARADA";"BROCHETAS DE POLLO";"1"
"C2425";"B036";"21/02/2022 21:32:03";"D012";"ALIMENTOS FRESCOS";"TOMATES, CALABACINES , PIMIENTOS, ETC.";"1"
"C2422";"B036";"21/02/2022 21:31:46";"D002";"COMIDA PREPARADA";"RODABALLO";"1"
"C2421";"B036";"21/02/2022 21:31:25";"D002";"COMIDA PREPARADA";"BROCHETAS DE POLLO";"1"
"C2425";"B035";"21/02/2022 21:27:23";"D012";"ALIMENTOS FRESCOS";"TOMATES, CALABACINES , PIMIENTOS, ETC.";"1"
"C2422";"B035";"21/02/2022 21:27:00";"D002";"COMIDA PREPARADA";"RODABALLO";"2"
"C2418";"B035";"21/02/2022 21:26:44";"D001";"Comida Preparada";"FABADA COMPLETA";"4"
"C2425";"B034";"21/02/2022 21:26:21";"D012";"ALIMENTOS FRESCOS";"TOMATES, CALABACINES , PIMIENTOS, ETC.";"1"
"C2422";"B034";"21/02/2022 21:26:07";"D002";"COMIDA PREPARADA";"RODABALLO";"1"
"C2421";"B034";"21/02/2022 21:25:55";"D002";"COMIDA PREPARADA";"BROCHETAS DE POLLO";"3"
"C2425";"B033";"21/02/2022 21:25:23";"D012";"ALIMENTOS FRESCOS";"TOMATES, CALABACINES , PIMIENTOS, ETC.";"1"
"C2421";"B033";"21/02/2022 21:25:09";"D002";"COMIDA PREPARADA";"BROCHETAS DE POLLO";"2"
"C2422";"B033";"21/02/2022 21:24:50";"D002";"COMIDA PREPARADA";"RODABALLO";"5"
"C2425";"B032";"21/02/2022 21:24:30";"D012";"ALIMENTOS FRESCOS";"TOMATES, CALABACINES , PIMIENTOS, ETC.";"1"
"C2422";"B032";"21/02/2022 21:24:17";"D002";"COMIDA PREPARADA";"RODABALLO";"2"
"C2420";"B032";"21/02/2022 21:24:00";"D002";"COMIDA PREPARADA";"DORADA";"3"
"C2421";"B029";"21/02/2022 21:22:41";"D002";"COMIDA PREPARADA";"BROCHETAS DE POLLO";"3"
"C2425";"B026";"21/02/2022 21:22:16";"D012";"ALIMENTOS FRESCOS";"TOMATES, CALABACINES , PIMIENTOS, ETC.";"1"
"C2422";"B026";"21/02/2022 21:22:01";"D002";"COMIDA PREPARADA";"RODABALLO";"4"
"C2425";"B024";"21/02/2022 21:21:34";"D012";"ALIMENTOS FRESCOS";"TOMATES, CALABACINES , PIMIENTOS, ETC.";"1"
"C2418";"B024";"21/02/2022 21:21:21";"D001";"Comida Preparada";"FABADA COMPLETA";"1"
"C2421";"B024";"21/02/2022 21:21:01";"D002";"COMIDA PREPARADA";"BROCHETAS DE POLLO";"3"
"C2422";"B021";"21/02/2022 21:20:05";"D002";"COMIDA PREPARADA";"RODABALLO";"3"
"C2420";"B021";"21/02/2022 21:19:50";"D002";"COMIDA PREPARADA";"DORADA";"1"
"C2425";"B021";"21/02/2022 21:19:32";"D012";"ALIMENTOS FRESCOS";"TOMATES, CALABACINES , PIMIENTOS, ETC.";"1"
"C2425";"B018";"21/02/2022 21:19:11";"D012";"ALIMENTOS FRESCOS";"TOMATES, CALABACINES , PIMIENTOS, ETC.";"1"
"C2422";"B018";"21/02/2022 21:18:53";"D002";"COMIDA PREPARADA";"RODABALLO";"3"
"C2425";"B012";"21/02/2022 21:18:25";"D012";"ALIMENTOS FRESCOS";"TOMATES, CALABACINES , PIMIENTOS, ETC.";"1"
"C2420";"B012";"21/02/2022 21:18:12";"D002";"COMIDA PREPARADA";"DORADA";"3"
"C2422";"B012";"21/02/2022 21:17:58";"D002";"COMIDA PREPARADA";"RODABALLO";"3"
"C2425";"B011";"21/02/2022 21:17:37";"D012";"ALIMENTOS FRESCOS";"TOMATES, CALABACINES , PIMIENTOS, ETC.";"1"
"C2422";"B011";"21/02/2022 21:17:20";"D002";"COMIDA PREPARADA";"RODABALLO";"3"
"C2420";"B011";"21/02/2022 21:17:01";"D002";"COMIDA PREPARADA";"DORADA";"3"
"C2425";"B001";"21/02/2022 21:16:39";"D012";"ALIMENTOS FRESCOS";"TOMATES, CALABACINES , PIMIENTOS, ETC.";"1"
"C2421";"B001";"21/02/2022 21:16:20";"D002";"COMIDA PREPARADA";"BROCHETAS DE POLLO";"1"
"C2420";"B001";"21/02/2022 21:16:04";"D002";"COMIDA PREPARADA";"DORADA";"2"
"C2423";"B001";"21/02/2022 21:15:36";"D002";"COMIDA PREPARADA";"GARBANZOS CON CHORIZO";"1"
"C2413";"B012";"17/02/2022 22:06:05";"D012";"Alimentos frescos";"fruta y verdura ";"5"
"C2413";"B012";"17/02/2022 22:03:39";"D012";"Alimentos frescos";"fruta y verdura ";"5"
"C2413";"B012";"17/02/2022 22:00:56";"D012";"Alimentos frescos";"fruta y verdura ";"5"
"C2413";"B012";"17/02/2022 21:59:05";"D012";"Alimentos frescos";"fruta y verdura ";"5"
"C2413";"B012";"17/02/2022 21:56:29";"D012";"Alimentos frescos";"fruta y verdura ";"5"
"C2413";"B032";"17/02/2022 21:55:50";"D012";"Alimentos frescos";"fruta y verdura ";"5"
"C2413";"B035";"17/02/2022 21:55:39";"D012";"Alimentos frescos";"fruta y verdura ";"5"
"C2413";"B037";"17/02/2022 21:55:16";"D012";"Alimentos frescos";"fruta y verdura ";"5"
