"ID Comida";"ID  BF";"Fecha Hora";"ID Donantes";"Tipo de comida";"Descripción";"Cantidad (un. o kg)"
"C2248";"B026";"19/01/2022 21:33:47";"D019";"Comida Preparada";"Chipirones fritos";"3"
"C2248";"B021";"19/01/2022 21:33:37";"D019";"Comida Preparada";"Chipirones fritos";"3"
"C2248";"B021";"19/01/2022 21:32:59";"D019";"Comida Preparada";"Chipirones fritos";"3"
"C2248";"B018";"19/01/2022 21:32:37";"D019";"Comida Preparada";"Chipirones fritos";"3"
"C2248";"B014";"19/01/2022 21:30:05";"D019";"Comida Preparada";"Chipirones fritos";"5"
"C2248";"B012";"19/01/2022 21:29:50";"D019";"Comida Preparada";"Chipirones fritos";"3"
"C2248";"B001";"19/01/2022 21:29:38";"D019";"Comida Preparada";"Chipirones fritos";"3"
"C2248";"B001";"19/01/2022 21:29:29";"D019";"Comida Preparada";"Chipirones fritos";"5"
"C2239";"B014";"19/01/2022 21:28:29";"D001";"Comida Preparada";"Lentejas con chorizo";"5"
"C2239";"B012";"19/01/2022 21:28:18";"D001";"Comida Preparada";"Lentejas con chorizo";"5"
"C2239";"B011";"19/01/2022 21:28:09";"D001";"Comida Preparada";"Lentejas con chorizo";"3"
"C2239";"B001";"19/01/2022 21:27:44";"D001";"Comida Preparada";"Lentejas con chorizo";"5"
"C2237";"B037";"18/01/2022 21:29:16";"D019";"Comida Preparada";"Marmitaco";"2"
"C2226";"B037";"18/01/2022 21:28:59";"D002";"Comida Preparada";"Hamburguesas";"1"
"C2231";"B037";"18/01/2022 21:28:49";"D019";"Comida Preparada";"Revuelto de gulas";"2"
"C2224";"B036";"18/01/2022 21:28:24";"D002";"Comida Preparada";"Sopa de verduras";"6"
"C2233";"B036";"18/01/2022 21:28:07";"D019";"Comida Preparada";"Empanada";"4"
"C2235";"B036";"18/01/2022 21:27:54";"D019";"Comida Preparada";"Ensalada campera";"3"
"C2236";"B035";"18/01/2022 21:27:26";"D019";"Comida Preparada";"Pollo";"6"
"C2234";"B035";"18/01/2022 21:27:17";"D019";"Comida Preparada";"Patatas alioli";"6"
"C2233";"B035";"18/01/2022 21:26:49";"D019";"Comida Preparada";"Empanada";"7"
"C2222";"B035";"18/01/2022 21:26:37";"D001";"Comida Preparada";"Fideuá";"7"
"C2236";"B034";"18/01/2022 21:26:16";"D019";"Comida Preparada";"Pollo";"3"
"C2235";"B034";"18/01/2022 21:24:59";"D019";"Comida Preparada";"Ensalada campera";"3"
"C2231";"B034";"18/01/2022 21:24:12";"D019";"Comida Preparada";"Revuelto de gulas";"2"
"C2236";"B033";"18/01/2022 21:23:51";"D019";"Comida Preparada";"Pollo";"6"
"C2223";"B033";"18/01/2022 21:23:29";"D001";"Comida Preparada";"Lentejas";"4"
"C2234";"B032";"18/01/2022 21:23:13";"D019";"Comida Preparada";"Patatas alioli";"4"
"C2237";"B030";"18/01/2022 21:22:49";"D019";"Comida Preparada";"Marmitaco";"4"
"C2236";"B030";"18/01/2022 21:22:39";"D019";"Comida Preparada";"Pollo";"4"
"C2234";"B026";"18/01/2022 21:21:48";"D019";"Comida Preparada";"Patatas alioli";"4"
"C2224";"B024";"18/01/2022 21:21:34";"D002";"Comida Preparada";"Sopa de verduras";"4"
"C2234";"B021";"18/01/2022 21:21:02";"D019";"Comida Preparada";"Patatas alioli";"4"
"C2224";"B018";"18/01/2022 21:20:33";"D002";"Comida Preparada";"Sopa de verduras";"3"
"C2237";"B014";"18/01/2022 21:16:34";"D019";"Comida Preparada";"Marmitaco";"4"
"C2233";"B014";"18/01/2022 21:15:54";"D019";"Comida Preparada";"Empanada";"4"
"C2233";"B012";"18/01/2022 21:15:40";"D019";"Comida Preparada";"Empanada";"4"
"C2227";"B011";"18/01/2022 21:14:53";"D002";"Comida Preparada";"Pasta con chorizo";"3"
"C2233";"B001";"18/01/2022 21:14:34";"D019";"Comida Preparada";"Empanada";"4"
"C2237";"B033";"18/01/2022 20:56:14";"D019";"Comida Preparada";"Marmitaco";"5"
"C2233";"B032";"18/01/2022 20:55:15";"D019";"Comida Preparada";"Empanada";"4"
"C2231";"B032";"18/01/2022 20:55:01";"D019";"Comida Preparada";"Revuelto de gulas";"4"
"C2231";"B030";"18/01/2022 20:50:45";"D019";"Comida Preparada";"Revuelto de gulas";"4"
"C2226";"B030";"18/01/2022 20:50:29";"D002";"Comida Preparada";"Hamburguesas";"4"
"C2227";"B029";"18/01/2022 20:50:18";"D002";"Comida Preparada";"Pasta con chorizo";"4"
"C2231";"B029";"18/01/2022 20:49:51";"D019";"Comida Preparada";"Revuelto de gulas";"2"
"C2226";"B029";"18/01/2022 20:49:34";"D002";"Comida Preparada";"Hamburguesas";"4"
"C2237";"B026";"18/01/2022 20:49:15";"D019";"Comida Preparada";"Marmitaco";"5"
"C2226";"B026";"18/01/2022 20:48:57";"D002";"Comida Preparada";"Hamburguesas";"4"
"C2231";"B024";"18/01/2022 20:48:38";"D019";"Comida Preparada";"Revuelto de gulas";"2"
"C2226";"B024";"18/01/2022 20:48:23";"D002";"Comida Preparada";"Hamburguesas";"4"
"C2227";"B021";"18/01/2022 20:48:04";"D002";"Comida Preparada";"Pasta con chorizo";"4"
"C2231";"B021";"18/01/2022 20:47:41";"D019";"Comida Preparada";"Revuelto de gulas";"4"
"C2237";"B018";"18/01/2022 20:47:13";"D019";"Comida Preparada";"Marmitaco";"4"
"C2226";"B018";"18/01/2022 20:47:01";"D002";"Comida Preparada";"Hamburguesas";"4"
"C2235";"B014";"18/01/2022 20:46:39";"D019";"Comida Preparada";"Ensalada campera";"4"
"C2237";"B012";"18/01/2022 20:46:20";"D019";"Comida Preparada";"Marmitaco";"5"
"C2226";"B012";"18/01/2022 20:46:05";"D002";"Comida Preparada";"Hamburguesas";"4"
"C2235";"B011";"18/01/2022 20:45:19";"D019";"Comida Preparada";"Ensalada campera";"3"
"C2235";"B001";"18/01/2022 20:45:04";"D019";"Comida Preparada";"Ensalada campera";"6"
"C2217";"B037";"13/01/2022 22:28:33";"D006";"Alimentos frescos";"fruta y verdura";"1"
"C2216";"B037";"13/01/2022 22:28:22";"D005";"Bollos";"Bollería";"1"
"C2216";"B036";"13/01/2022 22:28:11";"D005";"Bollos";"Bollería";"1"
"C2217";"B036";"13/01/2022 22:27:58";"D006";"Alimentos frescos";"fruta y verdura";"1"
"C2217";"B035";"13/01/2022 22:27:51";"D006";"Alimentos frescos";"fruta y verdura";"1"
"C2216";"B035";"13/01/2022 22:27:44";"D005";"Bollos";"Bollería";"1"
"C2216";"B034";"13/01/2022 22:27:30";"D005";"Bollos";"Bollería";"1"
"C2217";"B034";"13/01/2022 22:27:21";"D006";"Alimentos frescos";"fruta y verdura";"1"
"C2217";"B033";"13/01/2022 22:27:07";"D006";"Alimentos frescos";"fruta y verdura";"1"
"C2216";"B033";"13/01/2022 22:26:56";"D005";"Bollos";"Bollería";"1"
"C2216";"B032";"13/01/2022 22:26:43";"D005";"Bollos";"Bollería";"1"
"C2217";"B032";"13/01/2022 22:26:35";"D006";"Alimentos frescos";"fruta y verdura";"1"
"C2217";"B030";"13/01/2022 22:26:25";"D006";"Alimentos frescos";"fruta y verdura";"1"
"C2216";"B030";"13/01/2022 22:26:15";"D005";"Bollos";"Bollería";"1"
"C2216";"B029";"13/01/2022 22:26:04";"D005";"Bollos";"Bollería";"1"
"C2217";"B029";"13/01/2022 22:25:56";"D006";"Alimentos frescos";"fruta y verdura";"1"
"C2217";"B026";"13/01/2022 22:25:45";"D006";"Alimentos frescos";"fruta y verdura";"1"
"C2216";"B026";"13/01/2022 22:25:31";"D005";"Bollos";"Bollería";"1"
"C2216";"B024";"13/01/2022 22:25:23";"D005";"Bollos";"Bollería";"1"
"C2217";"B024";"13/01/2022 22:25:08";"D006";"Alimentos frescos";"fruta y verdura";"1"
"C2217";"B021";"13/01/2022 22:24:58";"D006";"Alimentos frescos";"fruta y verdura";"1"
"C2216";"B021";"13/01/2022 22:24:43";"D005";"Bollos";"Bollería";"1"
"C2216";"B018";"13/01/2022 22:24:27";"D005";"Bollos";"Bollería";"1"
"C2217";"B018";"13/01/2022 22:24:15";"D006";"Alimentos frescos";"fruta y verdura";"1"
"C2217";"B012";"13/01/2022 22:23:41";"D006";"Alimentos frescos";"fruta y verdura";"1"
"C2216";"B012";"13/01/2022 22:23:32";"D005";"Bollos";"Bollería";"1"
"C2216";"B011";"13/01/2022 22:23:24";"D005";"Bollos";"Bollería";"1"
"C2217";"B011";"13/01/2022 22:23:15";"D006";"Alimentos frescos";"fruta y verdura";"1"
"C2217";"B001";"13/01/2022 22:23:04";"D006";"Alimentos frescos";"fruta y verdura";"1"
"C2219";"B001";"13/01/2022 22:22:52";"D004";"Bollos";"Bollos";"1"
"C2221";"B037";"13/01/2022 22:21:20";"D002";"Comida Preparada";"verdura gratinada";"1"
"C2221";"B024";"13/01/2022 22:21:05";"D002";"Comida Preparada";"verdura gratinada";"3"
"C2221";"B011";"13/01/2022 22:20:55";"D002";"Comida Preparada";"verdura gratinada";"3"
"C2221";"B036";"13/01/2022 22:20:35";"D002";"Comida Preparada";"verdura gratinada";"3"
"C2221";"B030";"13/01/2022 22:20:23";"D002";"Comida Preparada";"verdura gratinada";"3"
"C2221";"B032";"13/01/2022 22:20:06";"D002";"Comida Preparada";"verdura gratinada";"5"
"C2221";"B029";"13/01/2022 22:19:50";"D002";"Comida Preparada";"verdura gratinada";"5"
"C2215";"B032";"13/01/2022 22:15:24";"D002";"Comida Preparada";"Pollo asado";"5"
"C2215";"B034";"13/01/2022 22:15:11";"D002";"Comida Preparada";"Pollo asado";"5"
"C2215";"B036";"13/01/2022 22:15:00";"D002";"Comida Preparada";"Pollo asado";"5"
"C2215";"B024";"13/01/2022 22:14:42";"D002";"Comida Preparada";"Pollo asado";"1"
"C2210";"B018";"13/01/2022 22:13:38";"D019";"Comida Preparada";"Pescado rebozado";"5"
"C2210";"B011";"13/01/2022 22:13:28";"D019";"Comida Preparada";"Pescado rebozado";"5"
"C2210";"B033";"13/01/2022 22:13:13";"D019";"Comida Preparada";"Pescado rebozado";"5"
"C2210";"B033";"13/01/2022 22:12:14";"D019";"Comida Preparada";"Pescado rebozado";"5"
"C2213";"B035";"13/01/2022 22:11:32";"D019";"Comida Preparada";"espaguetis";"5"
"C2213";"B001";"13/01/2022 22:11:19";"D019";"Comida Preparada";"espaguetis";"5"
"C2213";"B012";"13/01/2022 22:11:08";"D019";"Comida Preparada";"espaguetis";"5"
"C2213";"B026";"13/01/2022 22:10:55";"D019";"Comida Preparada";"espaguetis";"5"
"C2213";"B021";"13/01/2022 22:10:40";"D019";"Comida Preparada";"espaguetis";"5"
"C2213";"B034";"13/01/2022 22:10:20";"D019";"Comida Preparada";"espaguetis";"3"
"C2213";"B024";"13/01/2022 22:09:57";"D019";"Comida Preparada";"espaguetis";"3"
"C2213";"B018";"13/01/2022 22:09:47";"D019";"Comida Preparada";"espaguetis";"3"
"C2214";"B018";"13/01/2022 22:09:22";"D019";"Comida Preparada";"Tortilla de patata";"3"
"C2214";"B011";"13/01/2022 22:09:08";"D019";"Comida Preparada";"Tortilla de patata";"3"
"C2214";"B036";"13/01/2022 22:08:53";"D019";"Comida Preparada";"Tortilla de patata";"3"
"C2214";"B034";"13/01/2022 22:08:39";"D019";"Comida Preparada";"Tortilla de patata";"3"
"C2214";"B033";"13/01/2022 22:08:26";"D019";"Comida Preparada";"Tortilla de patata";"3"
"C2214";"B026";"13/01/2022 22:08:18";"D019";"Comida Preparada";"Tortilla de patata";"3"
"C2214";"B012";"13/01/2022 22:08:06";"D019";"Comida Preparada";"Tortilla de patata";"3"
"C2214";"B035";"13/01/2022 22:07:42";"D019";"Comida Preparada";"Tortilla de patata";"3"
"C2209";"B030";"13/01/2022 22:06:54";"D001";"Comida Preparada";"Escalopes";"3"
"C2209";"B021";"13/01/2022 22:06:48";"D001";"Comida Preparada";"Escalopes";"3"
"C2209";"B001";"13/01/2022 22:06:27";"D001";"Comida Preparada";"Escalopes";"3"
"C2211";"B037";"13/01/2022 22:05:26";"D019";"Comida Preparada";"Alcachofas con jamón";"2"
"C2211";"B030";"13/01/2022 22:05:14";"D019";"Comida Preparada";"Alcachofas con jamón";"5"
"C2211";"B029";"13/01/2022 22:05:05";"D019";"Comida Preparada";"Alcachofas con jamón";"5"
"C2211";"B021";"13/01/2022 22:04:59";"D019";"Comida Preparada";"Alcachofas con jamón";"5"
"C2211";"B026";"13/01/2022 22:04:48";"D019";"Comida Preparada";"Alcachofas con jamón";"5"
"C2211";"B012";"13/01/2022 22:04:36";"D019";"Comida Preparada";"Alcachofas con jamón";"5"
"C2211";"B035";"13/01/2022 22:04:28";"D019";"Comida Preparada";"Alcachofas con jamón";"5"
"C2211";"B001";"13/01/2022 22:04:06";"D019";"Comida Preparada";"Alcachofas con jamón";"5"
"C2195";"B033";"13/01/2022 20:28:28";"D019";"Comida Preparada";"Sopa de marisco";"5"
"C2195";"B032";"13/01/2022 20:28:06";"D019";"Comida Preparada";"Sopa de marisco";"5"
"C2204";"B037";"12/1/2022 21:25";"D006";"Alimentos frescos";"Fruta y verdura";"1 bolsa"
"C2204";"B036";"12/1/2022 21:25";"D006";"Alimentos frescos";"Fruta y verdura";"1 bolsa"
"C2204";"B035";"12/1/2022 21:25";"D006";"Alimentos frescos";"Fruta y verdura";"1 bolsa"
"C2204";"B034";"12/1/2022 21:25";"D006";"Alimentos frescos";"Fruta y verdura";"1 bolsa"
"C2204";"B033";"12/1/2022 21:25";"D006";"Alimentos frescos";"Fruta y verdura";"1 bolsa"
"C2204";"B032";"12/1/2022 21:25";"D006";"Alimentos frescos";"Fruta y verdura";"1 bolsa"
"C2204";"B030";"12/1/2022 21:24";"D006";"Alimentos frescos";"Fruta y verdura";"1 bolsa"
"C2205";"B029";"12/1/2022 21:24";"D012";"Alimentos frescos";"Fruta y verdura ";"1 bolsa"
"C2205";"B026";"12/1/2022 21:24";"D012";"Alimentos frescos";"Fruta y verdura ";"1 bolsa"
"C2205";"B024";"12/1/2022 21:24";"D012";"Alimentos frescos";"Fruta y verdura ";"1 bolsa"
"C2205";"B021";"12/1/2022 21:24";"D012";"Alimentos frescos";"Fruta y verdura ";"1 bolsa"
"C2205";"B018";"12/1/2022 21:23";"D012";"Alimentos frescos";"Fruta y verdura ";"3"
"C2205";"B012";"12/1/2022 21:22";"D012";"Alimentos frescos";"Fruta y verdura ";"5"
"C2205";"B011";"12/1/2022 21:22";"D012";"Alimentos frescos";"Fruta y verdura ";"3"
"C2205";"B001";"12/1/2022 21:22";"D012";"Alimentos frescos";"Fruta y verdura ";"5"
"C2199";"B030";"12/1/2022 21:22";"D002";"Comida Preparada";"Garbanzos con chorizo";"4"
"C2200";"B032";"12/1/2022 21:21";"D002";"Comida Preparada";"Crema de verduras";"3"
"C2203";"B032";"12/1/2022 21:21";"D002";"Comida Preparada";"Gnoquis con tomate";"5"
"C2198";"B029";"12/1/2022 21:21";"D001";"Comida Preparada";"Garbanzos con chorizo";"4"
"C2201";"B021";"12/1/2022 21:21";"D002";"Comida Preparada";"Solomillo cerdo y nata ";"4"
"C2202";"B012";"12/1/2022 21:20";"D002";"Comida Preparada";"Salmon";"4"
"C2199";"B012";"12/1/2022 21:20";"D002";"Comida Preparada";"Garbanzos con chorizo";"4"
"C2202";"B033";"12/1/2022 21:20";"D002";"Comida Preparada";"Salmon";"4"
"C2199";"B033";"12/1/2022 21:20";"D002";"Comida Preparada";"Garbanzos con chorizo";"5"
"C2203";"B024";"12/1/2022 21:19";"D002";"Comida Preparada";"Gnoquis con tomate";"4"
"C2198";"B026";"12/1/2022 21:19";"D001";"Comida Preparada";"Garbanzos con chorizo";"5"
"C2201";"B018";"12/1/2022 21:19";"D002";"Comida Preparada";"Solomillo cerdo y nata ";"4"
"C2200";"B011";"12/1/2022 21:18";"D002";"Comida Preparada";"Crema de verduras";"3"
"C2203";"B011";"12/1/2022 21:18";"D002";"Comida Preparada";"Gnoquis con tomate";"4"
"C2201";"B036";"12/1/2022 21:18";"D002";"Comida Preparada";"Solomillo cerdo y nata ";"5"
"C2200";"B035";"12/1/2022 21:17";"D002";"Comida Preparada";"Crema de verduras";"5"
"C2198";"B035";"12/1/2022 21:17";"D001";"Comida Preparada";"Garbanzos con chorizo";"5"
"C2198";"B034";"12/1/2022 21:17";"D001";"Comida Preparada";"Garbanzos con chorizo";"3"
"C2201";"B037";"12/1/2022 21:16";"D002";"Comida Preparada";"Solomillo cerdo y nata ";"3"
"C2202";"B037";"12/1/2022 21:16";"D002";"Comida Preparada";"Salmon";"5"
"C2202";"B001";"12/1/2022 21:16";"D002";"Comida Preparada";"Salmon";"5"
"C2199";"B001";"12/1/2022 21:16";"D002";"Comida Preparada";"Garbanzos con chorizo";"5"
"C2191";"B037";"11/1/2022 21:25";"D001";"Comida Preparada";"Ravioli";"1"
"C2193";"B032";"11/1/2022 21:24";"D019";"Comida Preparada";"PICADILLO DE CHORIZO";"2"
"C2197";"B037";"11/1/2022 21:22";"D021";"Alimentos frescos";"Tomate, patatas y piña";"1"
"C2197";"B034";"11/1/2022 21:22";"D021";"Alimentos frescos";"Tomate, patatas y piña";"1"
"C2197";"B033";"11/1/2022 21:22";"D021";"Alimentos frescos";"Tomate, patatas y piña";"1"
"C2197";"B032";"11/1/2022 21:21";"D021";"Alimentos frescos";"Tomate, patatas y piña";"1"
"C2197";"B030";"11/1/2022 21:21";"D021";"Alimentos frescos";"Tomate, patatas y piña";"1"
"C2197";"B029";"11/1/2022 21:21";"D021";"Alimentos frescos";"Tomate, patatas y piña";"1"
"C2197";"B026";"11/1/2022 21:21";"D021";"Alimentos frescos";"Tomate, patatas y piña";"1"
"C2197";"B021";"11/1/2022 21:21";"D021";"Alimentos frescos";"Tomate, patatas y piña";"1"
"C2197";"B018";"11/1/2022 21:20";"D021";"Alimentos frescos";"Tomate, patatas y piña";"1"
"C2197";"B014";"11/1/2022 21:20";"D021";"Alimentos frescos";"Tomate, patatas y piña";"1"
"C2197";"B012";"11/1/2022 21:20";"D021";"Alimentos frescos";"Tomate, patatas y piña";"1"
"C2197";"B011";"11/1/2022 21:20";"D021";"Alimentos frescos";"Tomate, patatas y piña";"1"
"C2197";"B001";"11/1/2022 21:20";"D021";"Alimentos frescos";"Tomate, patatas y piña";"1"
"C2197";"B036";"11/1/2022 21:08";"D021";"Alimentos frescos";"Tomate, patatas y piña";"1"
"C2197";"B035";"11/1/2022 21:08";"D021";"Alimentos frescos";"Tomate, patatas y piña";"1"
"C2191";"B034";"11/1/2022 21:07";"D001";"Comida Preparada";"Ravioli";"3"
"C2193";"B026";"11/1/2022 21:06";"D019";"Comida Preparada";"PICADILLO DE CHORIZO";"1"
"C2195";"B036";"11/1/2022 21:04";"D019";"Comida Preparada";"Sopa de marisco";"3"
"C2196";"B035";"11/1/2022 21:03";"D008";"Comida Preparada";"LENTEJAS";"3"
"C2193";"B035";"11/1/2022 21:02";"D019";"Comida Preparada";"PICADILLO DE CHORIZO";"6"
"C2191";"B034";"11/1/2022 21:02";"D001";"Comida Preparada";"Ravioli";"3"
"C2194";"B033";"11/1/2022 21:01";"D019";"Comida Preparada";"ARROZ CON CHORIZO";"3"
"C2193";"B030";"11/1/2022 21:01";"D019";"Comida Preparada";"PICADILLO DE CHORIZO";"3"
"C2194";"B029";"11/1/2022 21:00";"D019";"Comida Preparada";"ARROZ CON CHORIZO";"3"
"C2192";"B024";"11/1/2022 20:59";"D001";"Comida Preparada";"Berenjenas rellenas de carne";"2"
"C2194";"B021";"11/1/2022 20:59";"D019";"Comida Preparada";"ARROZ CON CHORIZO";"3"
"C2192";"B018";"11/1/2022 20:58";"D001";"Comida Preparada";"Berenjenas rellenas de carne";"3"
"C2195";"B014";"11/1/2022 20:58";"D019";"Comida Preparada";"Sopa de marisco";"3"
"C2195";"B012";"11/1/2022 20:58";"D019";"Comida Preparada";"Sopa de marisco";"3"
"C2191";"B011";"11/1/2022 20:57";"D001";"Comida Preparada";"Ravioli";"2"
"C2195";"B001";"11/1/2022 20:56";"D019";"Comida Preparada";"Sopa de marisco";"3"
"C2190";"B037";"16/12/2021 21:32:24";"D026";"Bollos";"Bollos";"2"
"C2190";"B036";"16/12/2021 21:32:18";"D026";"Bollos";"Bollos";"2"
"C2190";"B035";"16/12/2021 21:32:12";"D026";"Bollos";"Bollos";"2"
"C2190";"B034";"16/12/2021 21:32:08";"D026";"Bollos";"Bollos";"2"
"C2190";"B033";"16/12/2021 21:32:02";"D026";"Bollos";"Bollos";"2"
"C2190";"B032";"16/12/2021 21:31:57";"D026";"Bollos";"Bollos";"2"
"C2190";"B030";"16/12/2021 21:31:48";"D026";"Bollos";"Bollos";"2"
"C2190";"B029";"16/12/2021 21:31:42";"D026";"Bollos";"Bollos";"2"
"C2190";"B026";"16/12/2021 21:31:31";"D026";"Bollos";"Bollos";"2"
"C2190";"B026";"16/12/2021 21:30:42";"D026";"Bollos";"Bollos";"2"
"C2190";"B021";"16/12/2021 21:30:33";"D026";"Bollos";"Bollos";"2"
"C2190";"B018";"16/12/2021 21:30:24";"D026";"Bollos";"Bollos";"2"
"C2190";"B014";"16/12/2021 21:30:17";"D026";"Bollos";"Bollos";"2"
"C2190";"B012";"16/12/2021 21:30:08";"D026";"Bollos";"Bollos";"2"
"C2190";"B011";"16/12/2021 21:30:01";"D026";"Bollos";"Bollos";"2"
"C2190";"B001";"16/12/2021 21:29:47";"D026";"Bollos";"Bollos";"2"
"C2189";"B033";"16/12/2021 21:28:08";"D006";"Alimentos frescos";"Frura y verdura";"2"
"C2186";"B033";"16/12/2021 21:28:01";"D004";"Pan";"Pan";"2"
"C2186";"B032";"16/12/2021 21:27:52";"D004";"Pan";"Pan";"2"
"C2189";"B032";"16/12/2021 21:27:46";"D006";"Alimentos frescos";"Frura y verdura";"2"
"C2189";"B030";"16/12/2021 21:27:32";"D006";"Alimentos frescos";"Frura y verdura";"2"
"C2187";"B030";"16/12/2021 21:27:26";"D018";"Pan";"pan";"2"
"C2187";"B029";"16/12/2021 21:26:59";"D018";"Pan";"pan";"2"
"C2189";"B029";"16/12/2021 21:26:53";"D006";"Alimentos frescos";"Frura y verdura";"2"
"C2189";"B026";"16/12/2021 21:26:44";"D006";"Alimentos frescos";"Frura y verdura";"2"
"C2186";"B026";"16/12/2021 21:26:37";"D004";"Pan";"Pan";"2"
"C2186";"B021";"16/12/2021 21:26:26";"D004";"Pan";"Pan";"2"
"C2189";"B021";"16/12/2021 21:26:20";"D006";"Alimentos frescos";"Frura y verdura";"2"
"C2188";"B018";"16/12/2021 21:25:58";"D008";"Comida Preparada";"Paella";"1"
"C2187";"B018";"16/12/2021 21:25:40";"D018";"Pan";"pan";"2"
"C2189";"B018";"16/12/2021 21:25:35";"D006";"Alimentos frescos";"Frura y verdura";"2"
"C2186";"B014";"16/12/2021 21:25:15";"D004";"Pan";"Pan";"2"
"C2189";"B014";"16/12/2021 21:25:08";"D006";"Alimentos frescos";"Frura y verdura";"2"
"C2189";"B012";"16/12/2021 21:24:53";"D006";"Alimentos frescos";"Frura y verdura";"2"
"C2186";"B012";"16/12/2021 21:24:46";"D004";"Pan";"Pan";"2"
"C2186";"B011";"16/12/2021 21:24:32";"D004";"Pan";"Pan";"2"
"C2189";"B011";"16/12/2021 21:24:26";"D006";"Alimentos frescos";"Frura y verdura";"2"
"C2189";"B036";"16/12/2021 21:24:08";"D006";"Alimentos frescos";"Frura y verdura";"2"
"C2186";"B036";"16/12/2021 21:23:59";"D004";"Pan";"Pan";"2"
"C2186";"B034";"16/12/2021 21:23:27";"D004";"Pan";"Pan";"2"
"C2189";"B034";"16/12/2021 21:23:20";"D006";"Alimentos frescos";"Frura y verdura";"2"
"C2189";"B035";"16/12/2021 21:22:07";"D006";"Alimentos frescos";"Frura y verdura";"2"
"C2187";"B035";"16/12/2021 21:21:59";"D018";"Pan";"pan";"2"
"C2189";"B037";"16/12/2021 21:21:45";"D006";"Alimentos frescos";"Frura y verdura";"2"
"C2187";"B037";"16/12/2021 21:21:27";"D018";"Pan";"pan";"2"
"C2187";"B001";"16/12/2021 21:18:09";"D018";"Pan";"pan";"2"
"C2189";"B001";"16/12/2021 21:17:50";"D006";"Alimentos frescos";"Frura y verdura";"2"
"C2166";"B035";"16/12/2021 21:09:01";"D019";"Comida Preparada";"Costillas";"12"
"C2185";"B033";"16/12/2021 20:56:03";"D002";"Comida Preparada";"Crema de zanahora y calabaza";"4"
"C2183";"B033";"16/12/2021 20:55:52";"D019";"Comida Preparada";"Brocoli";"2"
"C2184";"B032";"16/12/2021 20:55:41";"D019";"Comida Preparada";"Coliflor";"2"
"C2181";"B030";"16/12/2021 20:55:29";"D001";"Comida Preparada";"Codillo";"2"
"C2184";"B030";"16/12/2021 20:55:17";"D019";"Comida Preparada";"Coliflor";"1"
"C2181";"B029";"16/12/2021 20:55:06";"D001";"Comida Preparada";"Codillo";"2"
"C2185";"B029";"16/12/2021 20:54:56";"D002";"Comida Preparada";"Crema de zanahora y calabaza";"1"
"C2185";"B026";"16/12/2021 20:54:44";"D002";"Comida Preparada";"Crema de zanahora y calabaza";"2"
"C2184";"B026";"16/12/2021 20:54:34";"D019";"Comida Preparada";"Coliflor";"1"
"C2181";"B021";"16/12/2021 20:54:23";"D001";"Comida Preparada";"Codillo";"2"
"C2183";"B021";"16/12/2021 20:54:13";"D019";"Comida Preparada";"Brocoli";"1"
"C2183";"B018";"16/12/2021 20:53:57";"D019";"Comida Preparada";"Brocoli";"1"
"C2185";"B014";"16/12/2021 20:53:44";"D002";"Comida Preparada";"Crema de zanahora y calabaza";"4"
"C2183";"B014";"16/12/2021 20:53:17";"D019";"Comida Preparada";"Brocoli";"1"
"C2182";"B012";"16/12/2021 20:52:54";"D001";"Comida Preparada";"Alubias con chorizo";"2"
"C2185";"B012";"16/12/2021 20:52:38";"D002";"Comida Preparada";"Crema de zanahora y calabaza";"2"
"C2185";"B011";"16/12/2021 20:52:22";"D002";"Comida Preparada";"Crema de zanahora y calabaza";"1"
"C2181";"B036";"16/12/2021 20:52:02";"D001";"Comida Preparada";"Codillo";"2"
"C2185";"B036";"16/12/2021 20:51:42";"D002";"Comida Preparada";"Crema de zanahora y calabaza";"1"
"C2181";"B034";"16/12/2021 20:51:22";"D001";"Comida Preparada";"Codillo";"2"
"C2184";"B034";"16/12/2021 20:51:09";"D019";"Comida Preparada";"Coliflor";"1"
"C2182";"B035";"16/12/2021 20:50:49";"D001";"Comida Preparada";"Alubias con chorizo";"4"
"C2183";"B035";"16/12/2021 20:50:34";"D019";"Comida Preparada";"Brocoli";"2"
"C2182";"B037";"16/12/2021 20:49:55";"D001";"Comida Preparada";"Alubias con chorizo";"1"
"C2182";"B001";"16/12/2021 20:49:28";"D001";"Comida Preparada";"Alubias con chorizo";"2"
"C2185";"B001";"16/12/2021 20:49:08";"D002";"Comida Preparada";"Crema de zanahora y calabaza";"2"
"C2174";"B026";"15/12/2021 21:27:49";"D004";"Pan";"Barras de pan";"1"
"C2176";"B033";"15/12/2021 21:27:01";"D024";"Alimentos frescos";"Tomates";"1"
"C2178";"B033";"15/12/2021 21:26:54";"D012";"Alimentos frescos";"Manzanas";"1"
"C2173";"B033";"15/12/2021 21:26:44";"D006";"Alimentos frescos";"Fruta";"1"
"C2176";"B033";"15/12/2021 21:26:36";"D024";"Alimentos frescos";"Tomates";"1"
"C2176";"B032";"15/12/2021 21:26:25";"D024";"Alimentos frescos";"Tomates";"1"
"C2173";"B032";"15/12/2021 21:26:21";"D006";"Alimentos frescos";"Fruta";"1"
"C2178";"B032";"15/12/2021 21:26:10";"D012";"Alimentos frescos";"Manzanas";"4"
"C2172";"B030";"15/12/2021 21:25:49";"D006";"Alimentos frescos";"Uvas";"1"
